School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate,Official Low Year Level,Official High Year Level,Suburb,Post Code,All Student Count,Longitude,Latitude
1473,Meandarra State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,3925.5,4199.0,93.5,Prep Year,Year 6,Meandarra,4422,33.0,149.882227,-27.324019
1473,Meandarra State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,2844.0,3062.0,92.9,Prep Year,Year 6,Meandarra,4422,33.0,149.882227,-27.324019
1673,Mena Creek State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3966.5,4130.0,96.0,Prep Year,Year 6,Mena Creek,4871,35.0,145.955503,-17.654747
1673,Mena Creek State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3374.0,3495.0,96.5,Prep Year,Year 6,Mena Creek,4871,35.0,145.955503,-17.654747
1673,Mena Creek State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3901.5,4036.0,96.7,Prep Year,Year 6,Mena Creek,4871,35.0,145.955503,-17.654747
1673,Mena Creek State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3728.0,3862.0,96.5,Prep Year,Year 6,Mena Creek,4871,35.0,145.955503,-17.654747
1673,Mena Creek State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3442.0,3581.0,96.1,Prep Year,Year 6,Mena Creek,4871,35.0,145.955503,-17.654747
1733,Meridan State College,2015,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,216389.5,232990.0,92.9,Prep Year,Year 12,Meridan Plains,4551,2687.0,153.102885,-26.773775
1733,Meridan State College,2016,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,217442.0,237437.0,91.6,Prep Year,Year 12,Meridan Plains,4551,2687.0,153.102885,-26.773775
1733,Meridan State College,2017,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,230701.5,249272.0,92.6,Prep Year,Year 12,Meridan Plains,4551,2687.0,153.102885,-26.773775
1733,Meridan State College,2018,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,244590.5,268664.5,91.0,Prep Year,Year 12,Meridan Plains,4551,2687.0,153.102885,-26.773775
1733,Meridan State College,2019,State School,Combined,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,232937.0,256790.0,90.7,Prep Year,Year 12,Meridan Plains,4551,2687.0,153.102885,-26.773775
806,Merinda State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,7220.5,7990.0,90.4,Prep Year,Year 6,Bowen,4805,47.0,148.163654,-20.020156
806,Merinda State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,7497.5,8303.0,90.3,Prep Year,Year 6,Bowen,4805,47.0,148.163654,-20.020156
806,Merinda State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,6453.0,6898.0,93.5,Prep Year,Year 6,Bowen,4805,47.0,148.163654,-20.020156
806,Merinda State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,6028.0,6590.0,91.5,Prep Year,Year 6,Bowen,4805,47.0,148.163654,-20.020156
806,Merinda State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Whitsunday (R),Burdekin,4149.0,4579.0,90.6,Prep Year,Year 6,Bowen,4805,47.0,148.163654,-20.020156
179,Meringandan State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,21217.5,22345.0,95.0,Prep Year,Year 6,Meringandan West,4352,252.0,151.905023,-27.430377
179,Meringandan State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,19818.5,21243.0,93.3,Prep Year,Year 6,Meringandan West,4352,252.0,151.905023,-27.430377
179,Meringandan State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,21194.0,22580.0,93.9,Prep Year,Year 6,Meringandan West,4352,252.0,151.905023,-27.430377
179,Meringandan State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,22979.5,24407.5,94.1,Prep Year,Year 6,Meringandan West,4352,252.0,151.905023,-27.430377
179,Meringandan State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,23154.5,24424.0,94.8,Prep Year,Year 6,Meringandan West,4352,252.0,151.905023,-27.430377
2147,Merrimac State High School,2015,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,124985.0,138821.0,90.0,Year 7,Year 12,Mermaid Waters,4218,1229.0,153.416317,-28.039803
2147,Merrimac State High School,2016,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,107533.5,119787.5,89.8,Year 7,Year 12,Mermaid Waters,4218,1229.0,153.416317,-28.039803
2147,Merrimac State High School,2017,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,104549.0,115327.0,90.7,Year 7,Year 12,Mermaid Waters,4218,1229.0,153.416317,-28.039803
2147,Merrimac State High School,2018,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,107489.0,119682.0,89.8,Year 7,Year 12,Mermaid Waters,4218,1229.0,153.416317,-28.039803
2147,Merrimac State High School,2019,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,108134.0,118605.0,91.2,Year 7,Year 12,Mermaid Waters,4218,1229.0,153.416317,-28.039803
1586,Merrimac State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,69522.5,73878.0,94.1,Prep Year,Year 6,Merrimac,4226,787.0,153.376669,-28.041257
1586,Merrimac State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,70047.0,74526.5,94.0,Prep Year,Year 6,Merrimac,4226,787.0,153.376669,-28.041257
1586,Merrimac State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,70856.5,75675.0,93.6,Prep Year,Year 6,Merrimac,4226,787.0,153.376669,-28.041257
1586,Merrimac State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,74577.5,80306.0,92.9,Prep Year,Year 6,Merrimac,4226,787.0,153.376669,-28.041257
1586,Merrimac State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mudgeeraba,70237.5,75448.0,93.1,Prep Year,Year 6,Merrimac,4226,787.0,153.376669,-28.041257
1291,Miallo State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16466.5,17568.0,93.7,Prep Year,Year 6,Miallo,4873,179.0,145.376152,-16.388888
1291,Miallo State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16232.5,17059.0,95.2,Prep Year,Year 6,Miallo,4873,179.0,145.376152,-16.388888
1291,Miallo State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16219.5,17205.0,94.3,Prep Year,Year 6,Miallo,4873,179.0,145.376152,-16.388888
1291,Miallo State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,17747.0,18889.0,94.0,Prep Year,Year 6,Miallo,4873,179.0,145.376152,-16.388888
1291,Miallo State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Douglas (S),Cook,16163.0,17351.0,93.2,Prep Year,Year 6,Miallo,4873,179.0,145.376152,-16.388888
2086,Miami State High School,2015,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,110379.0,122131.0,90.4,Year 7,Year 12,Miami,4220,1323.0,153.437899,-28.062823
2086,Miami State High School,2016,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,108978.0,119722.5,91.0,Year 7,Year 12,Miami,4220,1323.0,153.437899,-28.062823
2086,Miami State High School,2017,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,105067.0,114450.5,91.8,Year 7,Year 12,Miami,4220,1323.0,153.437899,-28.062823
2086,Miami State High School,2018,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,105050.5,117071.0,89.7,Year 7,Year 12,Miami,4220,1323.0,153.437899,-28.062823
2086,Miami State High School,2019,State High School,Secondary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,108059.5,118274.0,91.4,Year 7,Year 12,Miami,4220,1323.0,153.437899,-28.062823
1890,Miami State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,73675.5,78579.0,93.8,Early Childhood,Year 6,Mermaid Waters,4218,878.0,153.426091,-28.059638
1890,Miami State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,74060.0,78949.0,93.8,Early Childhood,Year 6,Mermaid Waters,4218,878.0,153.426091,-28.059638
1890,Miami State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,72796.5,77551.5,93.9,Early Childhood,Year 6,Mermaid Waters,4218,878.0,153.426091,-28.059638
1890,Miami State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,77748.0,82580.0,94.1,Early Childhood,Year 6,Mermaid Waters,4218,878.0,153.426091,-28.059638
1890,Miami State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Mermaid Beach,76368.0,81752.0,93.4,Early Childhood,Year 6,Mermaid Waters,4218,878.0,153.426091,-28.059638
1969,Middle Park State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,55197.5,58469.0,94.4,Prep Year,Year 6,Middle Park,4074,650.0,152.917175,-27.559487
1969,Middle Park State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,56261.0,59798.0,94.1,Prep Year,Year 6,Middle Park,4074,650.0,152.917175,-27.559487
1969,Middle Park State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,57722.5,60904.5,94.8,Prep Year,Year 6,Middle Park,4074,650.0,152.917175,-27.559487
1969,Middle Park State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,62310.5,66355.0,93.9,Prep Year,Year 6,Middle Park,4074,650.0,152.917175,-27.559487
1969,Middle Park State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mount Ommaney,57476.5,61624.0,93.3,Prep Year,Year 6,Middle Park,4074,650.0,152.917175,-27.559487
414,Middle Ridge State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,74006.0,78614.0,94.1,Prep Year,Year 6,Middle Ridge,4350,769.0,151.956495,-27.601717
414,Middle Ridge State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,71734.0,75885.0,94.5,Prep Year,Year 6,Middle Ridge,4350,769.0,151.956495,-27.601717
414,Middle Ridge State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,72901.5,77072.0,94.6,Prep Year,Year 6,Middle Ridge,4350,769.0,151.956495,-27.601717
414,Middle Ridge State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,74298.0,79175.0,93.8,Prep Year,Year 6,Middle Ridge,4350,769.0,151.956495,-27.601717
414,Middle Ridge State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba South,68614.5,73574.0,93.3,Prep Year,Year 6,Middle Ridge,4350,769.0,151.956495,-27.601717
1905,Middlemount Community School,2015,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,34331.5,37669.0,91.1,Prep Year,Year 12,Middlemount,4746,276.0,148.700813,-22.810863
1905,Middlemount Community School,2016,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,31279.5,34175.0,91.5,Prep Year,Year 12,Middlemount,4746,276.0,148.700813,-22.810863
1905,Middlemount Community School,2017,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,25814.5,27894.0,92.5,Prep Year,Year 12,Middlemount,4746,276.0,148.700813,-22.810863
1905,Middlemount Community School,2018,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,22119.0,23986.5,92.2,Prep Year,Year 12,Middlemount,4746,276.0,148.700813,-22.810863
1905,Middlemount Community School,2019,State School,Combined,Remote Australia,Central Queensland,Isaac (R),Burdekin,22643.0,24618.0,92.0,Prep Year,Year 12,Middlemount,4746,276.0,148.700813,-22.810863
2144,Miles State High School,2015,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17393.0,18986.0,91.6,Year 7,Year 12,Miles,4415,157.0,150.185136,-26.653516
2144,Miles State High School,2016,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17020.0,18814.0,90.5,Year 7,Year 12,Miles,4415,157.0,150.185136,-26.653516
2144,Miles State High School,2017,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17348.5,19209.0,90.3,Year 7,Year 12,Miles,4415,157.0,150.185136,-26.653516
2144,Miles State High School,2018,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,15771.5,18205.0,86.6,Year 7,Year 12,Miles,4415,157.0,150.185136,-26.653516
2144,Miles State High School,2019,State High School,Secondary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,13274.0,14961.0,88.7,Year 7,Year 12,Miles,4415,157.0,150.185136,-26.653516
341,Miles State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,17503.0,18815.0,93.0,Early Childhood,Year 6,Miles,4415,227.0,150.185634,-26.656815
341,Miles State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,18546.0,20063.0,92.4,Early Childhood,Year 6,Miles,4415,227.0,150.185634,-26.656815
341,Miles State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,19063.0,21480.0,88.7,Early Childhood,Year 6,Miles,4415,227.0,150.185634,-26.656815
341,Miles State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,19172.0,20915.0,91.7,Early Childhood,Year 6,Miles,4415,227.0,150.185634,-26.656815
341,Miles State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Western Downs (R),Callide,18438.0,20614.0,89.4,Early Childhood,Year 6,Miles,4415,227.0,150.185634,-26.656815
771,Millaa Millaa State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,5650.0,6097.0,92.7,Prep Year,Year 6,Millaa Millaa,4886,65.0,145.610159,-17.512725
771,Millaa Millaa State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,5675.5,6315.0,89.9,Prep Year,Year 6,Millaa Millaa,4886,65.0,145.610159,-17.512725
771,Millaa Millaa State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,6383.5,6943.0,91.9,Prep Year,Year 6,Millaa Millaa,4886,65.0,145.610159,-17.512725
771,Millaa Millaa State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,6421.0,7092.0,90.5,Prep Year,Year 6,Millaa Millaa,4886,65.0,145.610159,-17.512725
771,Millaa Millaa State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,5599.5,6270.0,89.3,Prep Year,Year 6,Millaa Millaa,4886,65.0,145.610159,-17.512725
867,Millaroo State School,2015,State School,Primary,Remote Australia,North Queensland,Burdekin (S),Burdekin,2033.0,2183.0,93.1,Early Childhood,Year 6,Millaroo,4807,9.0,147.280664,-20.05814
867,Millaroo State School,2016,State School,Primary,Remote Australia,North Queensland,Burdekin (S),Burdekin,2017.5,2153.0,93.7,Early Childhood,Year 6,Millaroo,4807,9.0,147.280664,-20.05814
867,Millaroo State School,2017,State School,Primary,Remote Australia,North Queensland,Burdekin (S),Burdekin,869.5,930.0,93.5,Early Childhood,Year 6,Millaroo,4807,9.0,147.280664,-20.05814
867,Millaroo State School,2018,State School,Primary,Remote Australia,North Queensland,Burdekin (S),Burdekin,994.0,1098.0,90.5,Early Childhood,Year 6,Millaroo,4807,9.0,147.280664,-20.05814
867,Millaroo State School,2019,State School,Primary,Remote Australia,North Queensland,Burdekin (S),Burdekin,679.0,702.0,96.7,Early Childhood,Year 6,Millaroo,4807,9.0,147.280664,-20.05814
157,Millchester State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,21770.0,23755.0,91.6,Prep Year,Year 6,Millchester,4820,185.0,146.275344,-20.0891
157,Millchester State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,17264.0,19078.0,90.5,Prep Year,Year 6,Millchester,4820,185.0,146.275344,-20.0891
157,Millchester State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,16025.0,17344.0,92.4,Prep Year,Year 6,Millchester,4820,185.0,146.275344,-20.0891
157,Millchester State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,14597.5,16041.0,91.0,Prep Year,Year 6,Millchester,4820,185.0,146.275344,-20.0891
157,Millchester State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Charters Towers (R),Traeger,15407.0,17284.0,89.1,Prep Year,Year 6,Millchester,4820,185.0,146.275344,-20.0891
176,Millmerran State School,2015,State School,Combined,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Southern Downs,24078.0,26509.0,90.8,Prep Year,Year 10,Millmerran,4357,318.0,151.265453,-27.878235
176,Millmerran State School,2016,State School,Combined,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Southern Downs,25995.5,28496.0,91.2,Prep Year,Year 10,Millmerran,4357,318.0,151.265453,-27.878235
176,Millmerran State School,2017,State School,Combined,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Southern Downs,26222.0,29172.0,89.9,Prep Year,Year 10,Millmerran,4357,318.0,151.265453,-27.878235
176,Millmerran State School,2018,State School,Combined,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Southern Downs,29399.0,32391.5,90.8,Prep Year,Year 10,Millmerran,4357,318.0,151.265453,-27.878235
176,Millmerran State School,2019,State School,Combined,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Southern Downs,28140.5,30744.0,91.5,Prep Year,Year 10,Millmerran,4357,318.0,151.265453,-27.878235
1120,Milman State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Mirani,2299.5,2422.0,94.9,Prep Year,Year 6,Milman,4702,7.0,150.408623,-23.106002
1120,Milman State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Mirani,652.5,665.0,98.1,Prep Year,Year 6,Milman,4702,7.0,150.408623,-23.106002
1120,Milman State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Mirani,445.0,462.0,96.3,Prep Year,Year 6,Milman,4702,7.0,150.408623,-23.106002
1120,Milman State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Mirani,726.5,758.0,95.8,Prep Year,Year 6,Milman,4702,7.0,150.408623,-23.106002
1120,Milman State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Mirani,466.0,526.0,88.6,Prep Year,Year 6,Milman,4702,7.0,150.408623,-23.106002
2024,Milpera State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Miller,23343.5,24774.0,94.2,Year 7,Year 12,Chelmer,4068,222.0,152.977559,-27.514033
2024,Milpera State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Miller,23262.5,24747.0,94.0,Year 7,Year 12,Chelmer,4068,222.0,152.977559,-27.514033
2024,Milpera State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Miller,20971.0,22194.0,94.5,Year 7,Year 12,Chelmer,4068,222.0,152.977559,-27.514033
2024,Milpera State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Miller,15605.5,16521.0,94.5,Year 7,Year 12,Chelmer,4068,222.0,152.977559,-27.514033
2024,Milpera State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Miller,19616.5,21009.0,93.4,Year 7,Year 12,Chelmer,4068,222.0,152.977559,-27.514033
551,Milton State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,57938.5,60321.0,96.1,Prep Year,Year 6,Milton,4064,685.0,152.998573,-27.466889
551,Milton State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,61393.5,64148.0,95.7,Prep Year,Year 6,Milton,4064,685.0,152.998573,-27.466889
551,Milton State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,63276.0,66442.0,95.2,Prep Year,Year 6,Milton,4064,685.0,152.998573,-27.466889
551,Milton State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,68569.5,71952.0,95.3,Prep Year,Year 6,Milton,4064,685.0,152.998573,-27.466889
551,Milton State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,62716.0,66159.0,94.8,Prep Year,Year 6,Milton,4064,685.0,152.998573,-27.466889
294,Minden State School,2015,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,15515.5,16653.0,93.2,Prep Year,Year 6,Minden,4311,173.0,152.544156,-27.554762
294,Minden State School,2016,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,15276.5,16493.0,92.6,Prep Year,Year 6,Minden,4311,173.0,152.544156,-27.554762
294,Minden State School,2017,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,16462.0,17591.0,93.6,Prep Year,Year 6,Minden,4311,173.0,152.544156,-27.554762
294,Minden State School,2018,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,17955.0,19000.0,94.5,Prep Year,Year 6,Minden,4311,173.0,152.544156,-27.554762
294,Minden State School,2019,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,15622.5,16780.0,93.1,Prep Year,Year 6,Minden,4311,173.0,152.544156,-27.554762
265,Minimbah State School,2015,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Morayfield,71277.0,78137.5,91.2,Prep Year,Year 6,Morayfield,4506,745.0,152.924326,-27.110796
265,Minimbah State School,2016,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Morayfield,67835.0,73695.0,92.0,Prep Year,Year 6,Morayfield,4506,745.0,152.924326,-27.110796
265,Minimbah State School,2017,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Morayfield,69564.5,75580.0,92.0,Prep Year,Year 6,Morayfield,4506,745.0,152.924326,-27.110796
265,Minimbah State School,2018,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Morayfield,74983.5,82045.0,91.4,Prep Year,Year 6,Morayfield,4506,745.0,152.924326,-27.110796
265,Minimbah State School,2019,State School,Primary,Major Cities of Australia,North Coast,Moreton Bay (R),Morayfield,66955.0,73340.0,91.3,Prep Year,Year 6,Morayfield,4506,745.0,152.924326,-27.110796
2117,Mirani State High School,2015,State High School,Secondary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,78545.0,86724.0,90.6,Year 7,Year 12,Mirani,4754,820.0,148.862371,-21.157627
2117,Mirani State High School,2016,State High School,Secondary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,73504.0,81347.0,90.4,Year 7,Year 12,Mirani,4754,820.0,148.862371,-21.157627
2117,Mirani State High School,2017,State High School,Secondary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,69281.5,76149.5,91.0,Year 7,Year 12,Mirani,4754,820.0,148.862371,-21.157627
2117,Mirani State High School,2018,State High School,Secondary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,75894.0,84035.0,90.3,Year 7,Year 12,Mirani,4754,820.0,148.862371,-21.157627
2117,Mirani State High School,2019,State High School,Secondary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,70671.5,77934.0,90.7,Year 7,Year 12,Mirani,4754,820.0,148.862371,-21.157627
658,Mirani State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,29136.5,30998.0,94.0,Prep Year,Year 6,Mirani,4754,360.0,148.861984,-21.161463
658,Mirani State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,29076.5,30958.0,93.9,Prep Year,Year 6,Mirani,4754,360.0,148.861984,-21.161463
658,Mirani State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,27557.5,29583.0,93.2,Prep Year,Year 6,Mirani,4754,360.0,148.861984,-21.161463
658,Mirani State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,31564.0,33719.0,93.6,Prep Year,Year 6,Mirani,4754,360.0,148.861984,-21.161463
658,Mirani State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,31878.5,34001.0,93.8,Prep Year,Year 6,Mirani,4754,360.0,148.861984,-21.161463
792,Miriam Vale State School,2015,State School,Combined,Outer Regional Australia,Central Queensland,Gladstone (R),Burnett,14530.0,15787.0,92.0,Early Childhood,Year 10,Miriam Vale,4677,160.0,151.561627,-24.329777
792,Miriam Vale State School,2016,State School,Combined,Outer Regional Australia,Central Queensland,Gladstone (R),Burnett,13560.5,14630.0,92.7,Early Childhood,Year 10,Miriam Vale,4677,160.0,151.561627,-24.329777
792,Miriam Vale State School,2017,State School,Combined,Outer Regional Australia,Central Queensland,Gladstone (R),Burnett,12342.0,13229.0,93.3,Early Childhood,Year 10,Miriam Vale,4677,160.0,151.561627,-24.329777
792,Miriam Vale State School,2018,State School,Combined,Outer Regional Australia,Central Queensland,Gladstone (R),Burnett,12127.5,13319.0,91.1,Early Childhood,Year 10,Miriam Vale,4677,160.0,151.561627,-24.329777
792,Miriam Vale State School,2019,State School,Combined,Outer Regional Australia,Central Queensland,Gladstone (R),Burnett,11862.0,13074.0,90.7,Early Childhood,Year 10,Miriam Vale,4677,160.0,151.561627,-24.329777
1382,Mirriwinni State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,5323.0,5688.0,93.6,Prep Year,Year 6,Mirriwinni,4871,36.0,145.909769,-17.4022
1382,Mirriwinni State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,5535.5,5876.0,94.2,Prep Year,Year 6,Mirriwinni,4871,36.0,145.909769,-17.4022
1382,Mirriwinni State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,5019.5,5330.0,94.2,Prep Year,Year 6,Mirriwinni,4871,36.0,145.909769,-17.4022
1382,Mirriwinni State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,4425.5,4654.0,95.1,Prep Year,Year 6,Mirriwinni,4871,36.0,145.909769,-17.4022
1382,Mirriwinni State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,3450.5,3633.0,95.0,Prep Year,Year 6,Mirriwinni,4871,36.0,145.909769,-17.4022
1324,Mission Beach State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,26298.0,28486.0,92.3,Prep Year,Year 6,Wongaling Beach,4852,324.0,146.092576,-17.90429
